"","date","djia","nasdaqcom","btc","sp500","rate"
"412",2016-04-14,17926.43,4945.89,424.282013,2082.78,0.37
"413",2016-04-15,17897.46,4938.22,429.713013,2080.73,0.37
"414",2016-04-18,18004.16,4960.02,428.591003,2094.34,0.37
"415",2016-04-19,18053.6,4940.33,435.509003,2100.8,0.37
"416",2016-04-20,18096.27,4948.13,441.389008,2102.4,0.37
"417",2016-04-21,17982.52,4945.89,449.424988,2091.48,0.37
"418",2016-04-22,18003.75,4906.23,445.737,2091.58,0.37
"419",2016-04-25,17977.24,4895.79,461.425995,2087.79,0.37
"420",2016-04-26,17990.32,4888.28,466.088989,2091.7,0.37
"421",2016-04-27,18041.55,4863.14,444.687012,2095.15,0.37
"422",2016-04-28,17830.76,4805.29,449.010986,2075.81,0.37
"423",2016-04-29,17773.64,4775.36,455.096985,2065.3,0.3
"424",2016-05-02,17891.16,4817.59,444.669006,2081.43,0.37
"425",2016-05-03,17750.91,4763.22,450.303986,2063.37,0.37
"426",2016-05-04,17651.26,4725.64,446.721985,2051.12,0.37
"427",2016-05-05,17660.71,4717.09,447.976013,2050.63,0.37
"428",2016-05-06,17740.63,4736.16,459.602997,2057.14,0.37
"429",2016-05-09,17705.91,4750.21,460.483002,2058.69,0.37
"430",2016-05-10,17928.35,4809.88,450.894989,2084.39,0.37
"431",2016-05-11,17711.12,4760.69,452.727997,2064.46,0.37
"432",2016-05-12,17720.5,4737.33,454.765991,2064.11,0.37
"433",2016-05-13,17535.32,4717.68,455.670013,2046.61,0.37
"434",2016-05-16,17710.71,4775.46,454.162994,2066.66,0.37
"435",2016-05-17,17529.98,4715.73,453.78299,2047.21,0.37
"436",2016-05-18,17526.62,4739.12,454.618988,2047.63,0.37
"437",2016-05-19,17435.4,4712.53,438.714996,2040.04,0.37
"438",2016-05-20,17500.94,4769.56,442.675995,2052.32,0.37
"439",2016-05-23,17492.93,4765.78,444.154999,2048.04,0.37
"440",2016-05-24,17706.05,4861.06,445.980988,2076.06,0.37
"441",2016-05-25,17851.51,4894.89,449.598999,2090.54,0.37
"442",2016-05-26,17828.29,4901.77,453.384003,2090.1,0.37
"443",2016-05-27,17873.22,4933.5,473.463989,2099.06,0.37
"444",2016-05-30,NA,NA,533.864014,NA,NA
"445",2016-05-31,17787.2,4948.05,531.385986,2096.96,0.29
"446",2016-06-01,17789.67,4952.25,536.919983,2099.33,0.37
"447",2016-06-02,17838.56,4971.36,537.971985,2105.26,0.37
"448",2016-06-03,17807.06,4942.52,569.19397,2099.13,0.37
"449",2016-06-06,17920.33,4968.71,585.536987,2109.41,0.37
"450",2016-06-07,17938.28,4961.75,576.596985,2112.13,0.37
"451",2016-06-08,18005.05,4974.64,581.64502,2119.12,0.37
"452",2016-06-09,17985.19,4958.62,574.630005,2115.48,0.37
"453",2016-06-10,17865.34,4894.55,577.469971,2096.07,0.37
"454",2016-06-13,17732.48,4848.44,704.375977,2079.06,0.37
"455",2016-06-14,17674.82,4843.55,685.559021,2075.32,0.37
"456",2016-06-15,17640.17,4834.93,694.468994,2071.5,0.37
"457",2016-06-16,17733.1,4844.91,766.307983,2077.99,0.38
"458",2016-06-17,17675.16,4800.34,748.908997,2071.22,0.38
"459",2016-06-20,17804.87,4837.21,737.226013,2083.25,0.38
"460",2016-06-21,17829.73,4843.76,666.651978,2088.9,0.38
"461",2016-06-22,17780.83,4833.32,596.116028,2085.45,0.38
"462",2016-06-23,18011.07,4910.04,623.97699,2113.32,0.39
"463",2016-06-24,17400.75,4707.98,665.299011,2037.41,0.4
"464",2016-06-27,17140.24,4594.44,655.275024,2000.54,0.41
"465",2016-06-28,17409.72,4691.87,647.000977,2036.09,0.41
"466",2016-06-29,17694.68,4779.25,639.890015,2070.77,0.41
"467",2016-06-30,17929.99,4842.67,673.336975,2098.86,0.3
"468",2016-07-01,17949.37,4862.57,676.296021,2102.95,0.41
"469",2016-07-04,NA,NA,683.661987,NA,NA
"470",2016-07-05,17840.62,4822.9,670.627014,2088.55,0.4
"471",2016-07-06,17918.62,4859.16,677.330994,2099.73,0.4
"472",2016-07-07,17895.88,4876.81,640.562012,2097.9,0.4
"473",2016-07-08,18146.74,4956.76,666.52301,2129.9,0.4
"474",2016-07-11,18226.93,4988.64,647.658997,2137.16,0.4
"475",2016-07-12,18347.67,5022.82,664.551025,2152.14,0.4
"476",2016-07-13,18372.12,5005.73,654.468018,2152.43,0.4
"477",2016-07-14,18506.41,5034.06,658.078003,2163.75,0.4
"478",2016-07-15,18516.55,5029.59,663.255005,2161.74,0.4
"479",2016-07-18,18533.05,5055.78,673.106018,2166.89,0.4
"480",2016-07-19,18559.01,5036.37,672.864014,2163.78,0.4
"481",2016-07-20,18595.03,5089.93,665.684998,2173.02,0.4
"482",2016-07-21,18517.23,5073.9,665.012024,2165.17,0.4
"483",2016-07-22,18570.85,5100.16,650.619019,2175.03,0.4
"484",2016-07-25,18493.06,5097.63,654.096985,2168.48,0.4
"485",2016-07-26,18473.75,5110.05,651.783997,2169.18,0.4
"486",2016-07-27,18472.17,5139.81,654.35199,2166.58,0.4
"487",2016-07-28,18456.35,5154.98,655.034973,2170.06,0.4
"488",2016-07-29,18432.24,5162.13,656.992004,2173.6,0.3
"489",2016-08-01,18404.51,5184.2,606.271973,2170.84,0.4
"490",2016-08-02,18313.77,5137.73,547.465027,2157.03,0.4
"491",2016-08-03,18355,5159.74,566.35498,2163.79,0.4
"492",2016-08-04,18352.05,5166.25,578.289001,2164.25,0.4
"493",2016-08-05,18543.53,5221.12,575.04303,2182.87,0.4
"494",2016-08-08,18529.29,5213.14,591.054016,2180.89,0.4
"495",2016-08-09,18533.05,5225.48,587.801025,2181.74,0.4
"496",2016-08-10,18495.66,5204.58,592.103027,2175.49,0.4
"497",2016-08-11,18613.52,5228.4,589.119995,2185.79,0.4
"498",2016-08-12,18576.47,5232.89,587.559021,2184.05,0.4
"499",2016-08-15,18636.05,5262.02,567.23999,2190.15,0.4
"500",2016-08-16,18552.02,5227.11,577.439026,2178.15,0.4
"501",2016-08-17,18573.94,5228.66,573.216003,2182.22,0.4
"502",2016-08-18,18597.7,5240.15,574.317993,2187.02,0.4
"503",2016-08-19,18552.57,5238.38,575.630005,2183.87,0.4
"504",2016-08-22,18529.42,5244.6,586.752991,2182.64,0.4
"505",2016-08-23,18547.3,5260.08,583.414978,2186.9,0.4
"506",2016-08-24,18481.48,5217.69,580.182007,2175.44,0.4
"507",2016-08-25,18448.41,5212.2,577.760986,2172.47,0.4
"508",2016-08-26,18395.4,5218.92,579.651001,2169.04,0.4
"509",2016-08-29,18502.99,5232.33,574.106995,2180.38,0.4
"510",2016-08-30,18454.3,5222.99,577.502991,2176.12,0.4
"511",2016-08-31,18400.88,5213.22,575.471985,2170.95,0.3
"512",2016-09-01,18419.3,5227.21,572.302979,2170.86,0.4
"513",2016-09-02,18491.96,5249.9,575.536987,2179.98,0.4
"514",2016-09-05,NA,NA,606.590027,NA,NA
"515",2016-09-06,18538.12,5275.91,610.435974,2186.48,0.4
"516",2016-09-07,18526.14,5283.93,614.544006,2186.16,0.4
"517",2016-09-08,18479.91,5259.48,626.315979,2181.3,0.4
"518",2016-09-09,18085.45,5125.91,622.861023,2127.81,0.4
"519",2016-09-12,18325.07,5211.89,608.242981,2159.04,0.4
"520",2016-09-13,18066.75,5155.25,609.241028,2127.02,0.4
"521",2016-09-14,18034.77,5173.77,610.684021,2125.77,0.4
"522",2016-09-15,18212.48,5249.69,607.155029,2147.26,0.4
"523",2016-09-16,18123.8,5244.57,606.973022,2139.16,0.4
"524",2016-09-19,18120.17,5235.03,609.22699,2139.12,0.4
"525",2016-09-20,18129.96,5241.35,608.312012,2139.76,0.4
"526",2016-09-21,18293.7,5295.18,597.148987,2163.12,0.4
"527",2016-09-22,18392.46,5339.52,596.297974,2177.18,0.4
"528",2016-09-23,18261.45,5305.75,602.84198,2164.69,0.4
"529",2016-09-26,18094.83,5257.49,608.04303,2146.1,0.4
"530",2016-09-27,18228.3,5305.71,606.166016,2159.93,0.4
"531",2016-09-28,18339.24,5318.55,604.728027,2171.37,0.4
"532",2016-09-29,18143.45,5269.15,605.692993,2151.13,0.4
"533",2016-09-30,18308.15,5312,609.734985,2168.27,0.29
"534",2016-10-03,18253.85,5300.87,612.132996,2161.2,0.4
"535",2016-10-04,18168.45,5289.66,610.203979,2150.49,0.4
"536",2016-10-05,18281.03,5316.02,612.510986,2159.73,0.4
"537",2016-10-06,18268.5,5306.85,613.020996,2160.77,0.4
"538",2016-10-07,18240.49,5292.4,617.120972,2153.74,0.4
"539",2016-10-10,18329.04,5328.67,618.994019,2163.66,NA
"540",2016-10-11,18128.66,5246.79,641.072021,2136.73,0.41
"541",2016-10-12,18144.2,5239.02,636.192017,2139.18,0.41
"542",2016-10-13,18098.94,5213.33,636.786011,2132.55,0.41
"543",2016-10-14,18138.38,5214.16,640.377991,2132.98,0.41
"544",2016-10-17,18086.4,5199.82,639.192993,2126.5,0.41
"545",2016-10-18,18161.94,5243.84,637.960022,2139.6,0.41
"546",2016-10-19,18202.62,5246.41,630.52002,2144.29,0.41
"547",2016-10-20,18162.35,5241.83,630.856995,2141.34,0.41
"548",2016-10-21,18145.71,5257.4,632.828003,2141.16,0.41
"549",2016-10-24,18223.03,5309.83,653.760986,2151.33,0.41
"550",2016-10-25,18169.27,5283.4,657.588013,2143.16,0.41
"551",2016-10-26,18199.33,5250.27,678.304016,2139.43,0.41
"552",2016-10-27,18169.68,5215.97,688.312988,2133.04,0.41
"553",2016-10-28,18161.19,5190.1,689.651001,2126.41,0.41
"554",2016-10-31,18142.42,5189.13,700.971985,2126.15,0.31
"555",2016-11-01,18037.1,5153.58,729.79303,2111.72,0.41
"556",2016-11-02,17959.64,5105.57,740.828979,2097.94,0.41
"557",2016-11-03,17930.67,5058.41,688.700012,2088.66,0.41
"558",2016-11-04,17888.28,5046.37,703.234985,2085.18,0.41
"559",2016-11-07,18259.6,5166.17,703.130981,2131.52,0.41
"560",2016-11-08,18332.74,5193.49,709.848022,2139.56,0.41
"561",2016-11-09,18589.69,5251.07,723.27301,2163.26,0.41
"562",2016-11-10,18807.88,5208.8,715.533997,2167.48,0.41
"563",2016-11-11,18847.66,5237.11,716.411011,2164.45,NA
"564",2016-11-14,18868.69,5218.4,705.020996,2164.2,0.41
"565",2016-11-15,18923.06,5275.62,711.619019,2180.39,0.41
"566",2016-11-16,18868.14,5294.58,744.197998,2176.94,0.41
"567",2016-11-17,18903.82,5333.97,740.97699,2187.12,0.41
"568",2016-11-18,18867.93,5321.51,751.585022,2181.9,0.41
"569",2016-11-21,18956.69,5368.86,739.247986,2198.18,0.41
"570",2016-11-22,19023.87,5386.35,751.346985,2202.94,0.41
"571",2016-11-23,19083.18,5380.68,744.593994,2204.72,0.41
"572",2016-11-24,NA,NA,740.289001,NA,NA
"573",2016-11-25,19152.14,5398.92,741.648987,2213.35,0.41
"574",2016-11-28,19097.9,5368.81,735.812988,2201.72,0.41
"575",2016-11-29,19121.6,5379.92,735.604004,2204.66,0.41
"576",2016-11-30,19123.58,5323.68,745.690979,2198.81,0.31
"577",2016-12-01,19191.93,5251.11,756.773987,2191.08,0.41
"578",2016-12-02,19170.42,5255.65,777.94397,2191.95,0.41
"579",2016-12-05,19216.24,5308.89,758.700012,2204.71,0.41
"580",2016-12-06,19251.78,5333,764.223999,2212.23,0.41
"581",2016-12-07,19549.62,5393.76,768.132019,2241.35,0.41
"582",2016-12-08,19614.81,5417.36,770.809998,2246.19,0.41
"583",2016-12-09,19756.85,5444.5,772.794006,2259.53,0.41
"584",2016-12-12,19796.43,5412.54,780.086975,2256.96,0.41
"585",2016-12-13,19911.21,5463.83,780.55603,2271.72,0.41
"586",2016-12-14,19792.53,5436.67,781.481018,2253.28,0.41
"587",2016-12-15,19852.24,5456.85,778.088013,2262.03,0.66
"588",2016-12-16,19843.41,5437.16,784.906982,2258.07,0.66
"589",2016-12-19,19883.06,5457.44,792.713989,2262.53,0.66
"590",2016-12-20,19974.62,5483.94,800.875977,2270.76,0.66
"591",2016-12-21,19941.96,5471.43,834.281006,2265.18,0.66
"592",2016-12-22,19918.88,5447.42,864.539978,2260.96,0.66
"593",2016-12-23,19933.81,5462.69,921.984009,2263.79,0.66
"594",2016-12-26,NA,NA,907.609985,NA,NA
"595",2016-12-27,19945.04,5487.44,933.197998,2268.88,0.66
"596",2016-12-28,19833.68,5438.56,975.921021,2249.92,0.66
"597",2016-12-29,19819.78,5432.09,973.497009,2249.26,0.66
"598",2016-12-30,19762.6,5383.12,961.237976,2238.83,0.55
"599",2017-01-02,NA,NA,1021.75,NA,NA
"600",2017-01-03,19881.76,5429.08,1043.839966,2257.83,0.66
"601",2017-01-04,19942.16,5477,1154.72998,2270.75,0.66
"602",2017-01-05,19899.29,5487.94,1013.380005,2269,0.66
"603",2017-01-06,19963.8,5521.06,902.200989,2276.98,0.66
"604",2017-01-09,19887.38,5531.82,902.828003,2268.9,0.66
"605",2017-01-10,19855.53,5551.82,907.679016,2268.9,0.66
"606",2017-01-11,19954.28,5563.65,777.757019,2275.32,0.66
"607",2017-01-12,19891,5547.49,804.833984,2270.44,0.66
"608",2017-01-13,19885.73,5574.12,823.984009,2274.64,0.66
"609",2017-01-16,NA,NA,831.533997,NA,NA
"610",2017-01-17,19826.77,5538.73,907.937988,2267.89,0.66
"611",2017-01-18,19804.72,5555.65,886.617981,2271.89,0.66
"612",2017-01-19,19732.4,5540.08,899.072998,2263.69,0.66
"613",2017-01-20,19827.25,5555.33,895.026001,2271.31,0.66
"614",2017-01-23,19799.85,5552.94,921.012024,2265.2,0.66
"615",2017-01-24,19912.71,5600.96,892.687012,2280.07,0.66
"616",2017-01-25,20068.51,5656.34,901.541992,2298.37,0.66
"617",2017-01-26,20100.91,5655.18,917.585999,2296.68,0.66
"618",2017-01-27,20093.78,5660.78,919.75,2294.69,0.66
"619",2017-01-30,19971.13,5613.71,920.382019,2280.9,0.66
"620",2017-01-31,19864.09,5614.79,970.403015,2278.87,0.56
"621",2017-02-01,19890.94,5642.65,989.02301,2279.55,0.66
"622",2017-02-02,19884.91,5636.2,1011.799988,2280.85,0.66
"623",2017-02-03,20071.46,5666.77,1029.910034,2297.42,0.66
"624",2017-02-06,20052.42,5663.55,1038.150024,2292.56,0.66
"625",2017-02-07,20090.29,5674.22,1061.349976,2293.08,0.66
"626",2017-02-08,20054.34,5682.45,1063.069946,2294.67,0.66
"627",2017-02-09,20172.4,5715.18,994.382996,2307.87,0.66
"628",2017-02-10,20269.37,5734.13,988.674011,2316.1,0.66
"629",2017-02-13,20412.16,5763.96,990.642029,2328.25,0.66
"630",2017-02-14,20504.41,5782.57,1004.549988,2337.58,0.66
"631",2017-02-15,20611.86,5819.44,1007.47998,2349.25,0.66
"632",2017-02-16,20619.77,5814.9,1027.439941,2347.22,0.66
"633",2017-02-17,20624.05,5838.58,1046.209961,2351.16,0.66
"634",2017-02-20,NA,NA,1079.97998,NA,NA
"635",2017-02-21,20743,5865.95,1115.300049,2365.38,0.66
"636",2017-02-22,20775.6,5860.63,1117.439941,2362.82,0.66
"637",2017-02-23,20810.32,5835.51,1166.719971,2363.81,0.66
"638",2017-02-24,20821.76,5845.31,1173.680054,2367.34,0.66
"639",2017-02-27,20837.44,5861.9,1179.969971,2369.75,0.66
"640",2017-02-28,20812.24,5825.44,1179.969971,2363.64,0.57
"641",2017-03-01,21115.55,5904.03,1222.5,2395.96,0.66
"642",2017-03-02,21002.97,5861.22,1251.01001,2381.92,0.66
"643",2017-03-03,21005.71,5870.75,1274.98999,2383.12,0.66
"644",2017-03-06,20954.34,5849.17,1272.829956,2375.31,0.66
"645",2017-03-07,20924.76,5833.93,1223.540039,2368.39,0.66
"646",2017-03-08,20855.73,5837.55,1150,2362.98,0.66
"647",2017-03-09,20858.19,5838.81,1188.48999,2364.87,0.66
"648",2017-03-10,20902.98,5861.73,1116.719971,2372.6,0.66
"649",2017-03-13,20881.48,5875.78,1231.920044,2373.47,0.66
"650",2017-03-14,20837.37,5856.82,1240,2365.45,0.66
"651",2017-03-15,20950.1,5900.05,1249.609985,2385.26,0.66
"652",2017-03-16,20934.55,5900.76,1187.810059,2381.38,0.91
"653",2017-03-17,20914.62,5901,1100.22998,2378.25,0.91
"654",2017-03-20,20905.86,5901.53,1054.22998,2373.47,0.91
"655",2017-03-21,20668.01,5793.83,1120.540039,2344.02,0.91
"656",2017-03-22,20661.3,5821.64,1049.140015,2348.45,0.91
"657",2017-03-23,20656.58,5817.69,1038.589966,2345.96,0.91
"658",2017-03-24,20596.72,5828.74,937.52002,2343.98,0.91
"659",2017-03-27,20550.98,5840.37,1045.77002,2341.59,0.91
"660",2017-03-28,20701.5,5875.14,1047.150024,2358.57,0.91
"661",2017-03-29,20659.32,5897.55,1039.969971,2361.13,0.91
"662",2017-03-30,20728.49,5914.34,1026.430054,2368.06,0.91
"663",2017-03-31,20663.22,5911.74,1071.790039,2362.72,0.82
"664",2017-04-03,20650.21,5894.68,1143.810059,2358.84,0.91
"665",2017-04-04,20689.24,5898.61,1133.25,2360.16,0.91
"666",2017-04-05,20648.15,5864.48,1124.780029,2352.95,0.91
"667",2017-04-06,20662.95,5878.95,1182.680054,2357.49,0.91
"668",2017-04-07,20656.1,5877.81,1176.900024,2355.54,0.91
"669",2017-04-10,20658.02,5880.93,1187.130005,2357.16,0.91
"670",2017-04-11,20651.3,5866.77,1205.01001,2353.78,0.91
"671",2017-04-12,20591.86,5836.16,1200.369995,2344.93,0.91
"672",2017-04-13,20453.25,5805.15,1169.280029,2328.95,0.91
"673",2017-04-14,NA,NA,1167.540039,NA,0.91
"674",2017-04-17,20636.92,5856.79,1193.910034,2349.01,0.91
"675",2017-04-18,20523.28,5849.47,1211.670044,2342.19,0.91
"676",2017-04-19,20404.49,5863.03,1210.290039,2338.17,0.91
"677",2017-04-20,20578.71,5916.78,1229.079956,2355.84,0.91
"678",2017-04-21,20547.76,5910.52,1222.050049,2348.69,0.91
"679",2017-04-24,20763.89,5983.82,1250.150024,2374.15,0.91
"680",2017-04-25,20996.12,6025.49,1265.48999,2388.61,0.91
"681",2017-04-26,20975.09,6025.23,1281.079956,2387.45,0.91
"682",2017-04-27,20981.33,6048.94,1317.72998,2388.77,0.91
"683",2017-04-28,20940.51,6047.61,1316.47998,2384.2,0.83
"684",2017-05-01,20913.46,6091.6,1421.599976,2388.33,0.91
"685",2017-05-02,20949.89,6095.37,1452.819946,2391.17,0.91
"686",2017-05-03,20957.9,6072.55,1490.089966,2388.13,0.91
"687",2017-05-04,20951.47,6075.34,1537.670044,2389.52,0.91
"688",2017-05-05,21006.94,6100.76,1555.449951,2399.29,0.91
"689",2017-05-08,21012.28,6102.66,1723.349976,2399.38,0.91
"690",2017-05-09,20975.78,6120.59,1755.359985,2396.92,0.91
"691",2017-05-10,20943.11,6129.14,1787.130005,2399.63,0.91
"692",2017-05-11,20919.42,6115.96,1848.569946,2394.44,0.91
"693",2017-05-12,20896.61,6121.23,1724.23999,2390.9,0.91
"694",2017-05-15,20981.94,6149.67,1738.430054,2402.32,0.91
"695",2017-05-16,20979.75,6169.87,1734.449951,2400.67,0.91
"696",2017-05-17,20606.93,6011.24,1839.089966,2357.03,0.91
"697",2017-05-18,20663.02,6055.13,1888.650024,2365.72,0.91
"698",2017-05-19,20804.84,6083.7,1987.709961,2381.73,0.91
"699",2017-05-22,20894.83,6133.62,2173.399902,2394.02,0.91
"700",2017-05-23,20937.91,6138.71,2320.419922,2398.42,0.91
"701",2017-05-24,21012.42,6163.02,2443.639893,2404.39,0.91
"702",2017-05-25,21082.95,6205.26,2304.97998,2415.07,0.91
"703",2017-05-26,21080.28,6210.19,2202.419922,2415.82,0.91
"704",2017-05-29,NA,NA,2255.610107,NA,NA
"705",2017-05-30,21029.47,6203.19,2175.469971,2412.91,0.91
"706",2017-05-31,21008.65,6198.52,2286.409912,2411.8,0.83
"707",2017-06-01,21144.18,6246.83,2407.879883,2430.06,0.91
"708",2017-06-02,21206.29,6305.8,2488.550049,2439.07,0.91
"709",2017-06-05,21184.04,6295.68,2686.810059,2436.1,0.91
"710",2017-06-06,21136.23,6275.06,2863.199951,2429.33,0.91
"711",2017-06-07,21173.69,6297.38,2732.159912,2433.14,0.91
"712",2017-06-08,21182.53,6321.76,2805.620117,2433.79,0.91
"713",2017-06-09,21271.97,6207.92,2823.810059,2431.77,0.91
"714",2017-06-12,21235.67,6175.46,2659.629883,2429.39,0.91
"715",2017-06-13,21328.47,6220.37,2717.02002,2440.35,0.91
"716",2017-06-14,21374.56,6194.89,2506.370117,2437.92,0.91
"717",2017-06-15,21359.9,6165.5,2464.580078,2432.46,1.16
"718",2017-06-16,21384.28,6151.76,2518.560059,2433.15,1.16
"719",2017-06-19,21528.99,6239.01,2589.600098,2453.46,1.16
"720",2017-06-20,21467.14,6188.03,2721.790039,2437.03,1.16
"721",2017-06-21,21410.03,6233.95,2689.100098,2435.61,1.16
"722",2017-06-22,21397.29,6236.69,2705.409912,2434.5,1.16
"723",2017-06-23,21394.76,6265.25,2744.909912,2438.3,1.16
"724",2017-06-26,21409.55,6247.15,2478.449951,2439.07,1.16
"725",2017-06-27,21310.66,6146.62,2552.449951,2419.38,1.16
"726",2017-06-28,21454.61,6234.41,2574.790039,2440.69,1.16
"727",2017-06-29,21287.03,6144.35,2539.320068,2419.7,1.16
"728",2017-06-30,21349.63,6140.42,2480.840088,2423.41,1.06
"729",2017-07-03,21479.27,6110.06,2564.060059,2429.01,1.16
"730",2017-07-04,NA,NA,2601.639893,NA,NA
"731",2017-07-05,21478.17,6150.86,2601.98999,2432.54,1.16
"732",2017-07-06,21320.04,6089.46,2608.560059,2409.75,1.16
"733",2017-07-07,21414.34,6153.08,2518.659912,2425.18,1.16
"734",2017-07-10,21408.52,6176.39,2372.560059,2427.43,1.16
"735",2017-07-11,21409.07,6193.3,2337.790039,2425.53,1.16
"736",2017-07-12,21532.14,6261.17,2398.840088,2443.25,1.16
"737",2017-07-13,21553.09,6274.44,2357.899902,2447.83,1.16
"738",2017-07-14,21637.74,6312.47,2233.340088,2459.27,1.16
"739",2017-07-17,21629.72,6314.43,2228.409912,2459.14,1.16
"740",2017-07-18,21574.73,6344.31,2318.879883,2460.61,1.16
"741",2017-07-19,21640.75,6385.04,2273.429932,2473.83,1.16
"742",2017-07-20,21611.78,6390,2817.600098,2473.45,1.16
"743",2017-07-21,21580.07,6387.75,2667.76001,2472.54,1.16
"744",2017-07-24,21513.17,6410.81,2754.860107,2469.91,1.16
"745",2017-07-25,21613.43,6412.17,2576.47998,2477.13,1.16
"746",2017-07-26,21711.01,6422.75,2529.449951,2477.83,1.16
"747",2017-07-27,21796.55,6382.19,2671.780029,2475.42,1.16
"748",2017-07-28,21830.31,6374.68,2809.01001,2472.1,1.16
"749",2017-07-31,21891.12,6348.12,2875.340088,2470.3,1.07
"750",2017-08-01,21963.92,6362.94,2718.26001,2476.35,1.16
"751",2017-08-02,22016.24,6362.65,2710.669922,2477.57,1.16
"752",2017-08-03,22026.1,6340.34,2804.72998,2472.16,1.16
"753",2017-08-04,22092.81,6351.56,2895.889893,2476.83,1.16
"754",2017-08-07,22118.42,6383.77,3378.939941,2480.91,1.16
"755",2017-08-08,22085.34,6370.46,3419.939941,2474.92,1.16
"756",2017-08-09,22048.7,6352.33,3342.469971,2474.02,1.16
"757",2017-08-10,21844.01,6216.87,3381.280029,2438.21,1.16
"758",2017-08-11,21858.32,6256.56,3650.620117,2441.32,1.16
"759",2017-08-14,21993.71,6340.23,4325.129883,2465.84,1.16
"760",2017-08-15,21998.99,6333.01,4181.930176,2464.61,1.16
"761",2017-08-16,22024.87,6345.11,4376.629883,2468.11,1.16
"762",2017-08-17,21750.73,6221.91,4331.689941,2430.01,1.16
"763",2017-08-18,21674.51,6216.53,4160.620117,2425.55,1.16
"764",2017-08-21,21703.75,6213.13,4001.73999,2428.37,1.16
"765",2017-08-22,21899.89,6297.48,4100.52002,2452.51,1.16
"766",2017-08-23,21812.09,6278.41,4151.52002,2444.04,1.16
"767",2017-08-24,21783.4,6271.33,4334.680176,2438.97,1.16
"768",2017-08-25,21813.67,6265.64,4371.600098,2443.05,1.16
"769",2017-08-28,21808.4,6283.02,4382.660156,2444.24,1.16
"770",2017-08-29,21865.37,6301.89,4579.02002,2446.3,1.16
"771",2017-08-30,21892.43,6368.31,4565.299805,2457.59,1.16
"772",2017-08-31,21948.1,6428.66,4703.390137,2471.65,1.07
"773",2017-09-01,21987.56,6435.33,4892.009766,2476.55,1.16
"774",2017-09-04,NA,NA,4236.310059,NA,NA
"775",2017-09-05,21753.31,6375.57,4376.529785,2457.85,1.16
"776",2017-09-06,21807.64,6393.31,4597.120117,2465.54,1.16
"777",2017-09-07,21784.78,6397.87,4599.879883,2465.1,1.16
"778",2017-09-08,21797.79,6360.19,4228.75,2461.43,1.16
"779",2017-09-11,22057.37,6432.26,4161.27002,2488.11,1.16
"780",2017-09-12,22118.86,6454.28,4130.810059,2496.48,1.16
"781",2017-09-13,22158.18,6460.19,3882.590088,2498.37,1.16
"782",2017-09-14,22203.48,6429.08,3154.949951,2495.62,1.16
"783",2017-09-15,22268.34,6448.47,3637.52002,2500.23,1.16
"784",2017-09-18,22331.35,6454.64,4065.199951,2503.87,1.16
"785",2017-09-19,22370.8,6461.32,3924.969971,2506.65,1.16
"786",2017-09-20,22412.59,6456.04,3905.949951,2508.24,1.16
"787",2017-09-21,22359.23,6422.69,3631.040039,2500.6,1.16
"788",2017-09-22,22349.59,6426.92,3630.699951,2502.22,1.16
"789",2017-09-25,22296.09,6370.59,3926.070068,2496.66,1.16
"790",2017-09-26,22284.32,6380.16,3892.350098,2496.84,1.16
"791",2017-09-27,22340.71,6453.26,4200.669922,2507.04,1.16
"792",2017-09-28,22381.2,6453.45,4174.72998,2510.06,1.16
"793",2017-09-29,22405.09,6495.96,4163.069824,2519.36,1.06
"794",2017-10-02,22557.6,6516.72,4409.319824,2529.12,1.16
"795",2017-10-03,22641.67,6531.71,4317.47998,2534.58,1.16
"796",2017-10-04,22661.64,6534.63,4229.359863,2537.74,1.16
"797",2017-10-05,22775.39,6585.36,4328.410156,2552.07,1.16
"798",2017-10-06,22773.67,6590.18,4370.810059,2549.33,1.16
"799",2017-10-09,22761.07,6579.73,4772.02002,2544.73,NA
"800",2017-10-10,22830.68,6587.25,4781.990234,2550.64,1.16
"801",2017-10-11,22872.89,6603.55,4826.47998,2555.24,1.16
"802",2017-10-12,22841.01,6591.51,5446.910156,2550.93,1.16
"803",2017-10-13,22871.72,6605.8,5647.209961,2553.17,1.16
"804",2017-10-16,22956.96,6624,5725.589844,2557.64,1.16
"805",2017-10-17,22997.44,6623.66,5605.509766,2559.36,1.16
"806",2017-10-18,23157.6,6624.22,5590.689941,2561.26,1.16
"807",2017-10-19,23163.04,6605.07,5708.52002,2562.1,1.16
"808",2017-10-20,23328.63,6629.05,6011.450195,2575.21,1.16
"809",2017-10-23,23273.96,6586.83,5930.319824,2564.98,1.16
"810",2017-10-24,23441.76,6598.43,5526.640137,2569.13,1.16
"811",2017-10-25,23329.46,6563.89,5750.799805,2557.15,1.16
"812",2017-10-26,23400.86,6556.77,5904.830078,2560.4,1.16
"813",2017-10-27,23434.19,6701.26,5780.899902,2581.07,1.16
"814",2017-10-30,23348.74,6698.96,6130.529785,2572.83,1.16
"815",2017-10-31,23377.24,6727.67,6468.399902,2575.26,1.07
"816",2017-11-01,23435.01,6716.53,6767.310059,2579.36,1.16
"817",2017-11-02,23516.26,6714.94,7078.5,2579.85,1.16
"818",2017-11-03,23539.19,6764.44,7207.759766,2587.84,1.16
"819",2017-11-06,23548.42,6786.44,7022.759766,2591.13,1.16
